H1 	0.091 	0.046 	253.7 	532 
H2 	0.090 	0.175 	269.5 	92 
H3 	0.086 	0.301 	285.1 	42 
H4 	0.096 	0.431 	300.9 	45 
H5 	0.085 	0.560 	316.8 	39 
H6 	0.085 	0.684 	331.9 	35 
H7 	0.247 	0.889 	355.5 	26 
H8 	0.210 	1.156 	380.2 	20 
H9 	0.241 	1.421 	404.7 	19 
H10 	0.213 	1.687 	428.9 	17 
H11 	0.215 	1.939 	445.2 	8 
H12 	0.147 	2.158 	459.4 	8 
H13 	0.257 	2.399 	474.9 	17 
