H1 	0.064 	0.032 	370.6 	3274 
H2 	0.088 	0.154 	383.0 	337 
H3 	0.060 	0.273 	395.3 	192 
H4 	0.085 	0.391 	407.4 	156 
H5 	0.190 	0.574 	426.2 	130 
H6 	0.204 	0.817 	451.0 	117 
H7 	0.208 	1.068 	474.5 	97 
H8 	0.196 	1.316 	497.3 	92 
H9 	0.213 	1.566 	520.4 	84 
H10 	0.202 	1.819 	540.0 	79 
H11 	0.224 	2.077 	557.2 	77 
H12 	0.293 	2.381 	577.5 	114 
