H1 	0.096 	0.048 	368.3 	918 
H2 	0.097 	0.185 	378.9 	368 
H3 	0.086 	0.318 	389.1 	241 
H4 	0.098 	0.451 	399.4 	205 
H5 	0.212 	0.647 	414.5 	156 
H6 	0.223 	0.906 	434.3 	147 
H7 	0.214 	1.166 	453.6 	132 
H8 	0.231 	1.429 	473.2 	125 
H9 	0.218 	1.694 	492.6 	111 
H10 	0.232 	1.960 	508.1 	102 
H11 	0.410 	2.323 	529.0 	92 
