H1 	0.108 	0.054 	422.5 	4823 
H2 	0.088 	0.206 	437.9 	304 
H3 	0.084 	0.346 	452.1 	278 
H4 	0.090 	0.487 	466.4 	287 
H5 	0.219 	0.696 	487.5 	267 
H6 	0.219 	0.969 	514.7 	220 
H7 	0.210 	1.238 	540.8 	199 
H8 	0.216 	1.505 	566.7 	190 
H9 	0.209 	1.772 	591.5 	170 
H10 	0.226 	2.044 	614.7 	198 
H11 	0.316 	2.369 	642.5 	188 
