H1 	0.096 	0.048 	368.3 	1074 
H2 	0.094 	0.184 	378.8 	235 
H3 	0.079 	0.312 	388.7 	210 
H4 	0.099 	0.442 	398.7 	189 
H5 	0.211 	0.637 	413.8 	153 
H6 	0.222 	0.895 	433.4 	128 
H7 	0.209 	1.150 	452.5 	120 
H8 	0.227 	1.409 	471.7 	110 
H9 	0.223 	1.674 	491.4 	99 
H10 	0.225 	1.939 	506.8 	96 
H11 	0.435 	2.310 	528.3 	89 
