H1 	0.086 	0.043 	311.3 	2745 
H2 	0.098 	0.178 	326.7 	245 
H3 	0.090 	0.316 	342.4 	123 
H4 	0.099 	0.454 	358.2 	108 
H5 	0.087 	0.590 	373.8 	98 
H6 	0.091 	0.723 	389.0 	77 
H7 	0.225 	0.925 	410.7 	70 
H8 	0.213 	1.188 	436.8 	58 
H9 	0.229 	1.452 	463.1 	54 
H10 	0.211 	1.715 	487.6 	46 
H11 	0.231 	1.980 	502.8 	40 
H12 	0.389 	2.333 	523.1 	55 
